,market,account_type,funnel,ds,region,X,y,weekday_or_weekend,Month of Ds,floor,revenue,cost,conversion,AOV,ROAS,cap
11,Spain,Desktop,-,2022-01-12,EMEA,618.12,257.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.318926911934251
12,Spain,Desktop,-,2022-01-13,EMEA,590.33,308.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.0797937680743965
13,Spain,Desktop,-,2022-01-14,EMEA,514.1700000000001,227.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.42443643679097
14,Spain,Desktop,-,2022-01-15,EMEA,134.63,150.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.1584920891634443
15,Spain,Desktop,-,2022-01-16,EMEA,175.21999999999997,25.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.5077693223146302
16,Spain,Desktop,-,2022-01-17,EMEA,709.1500000000001,333.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.102240696949094
17,Spain,Desktop,-,2022-01-18,EMEA,679.7399999999999,265.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.849167441788305
18,Spain,Desktop,-,2022-01-19,EMEA,518.2800000000001,323.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.4598030154618575
19,Spain,Desktop,-,2022-01-20,EMEA,485.63000000000005,328.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.178849537699202
20,Spain,Desktop,-,2022-01-21,EMEA,261.05000000000007,179.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.2463370710548705
21,Spain,Desktop,-,2022-01-22,EMEA,69.93,49.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6017481378236623
22,Spain,Desktop,-,2022-01-23,EMEA,71.8,29.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6178395008685679
23,Spain,Desktop,-,2022-01-24,EMEA,341.70000000000005,292.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.9403308836600233
24,Spain,Desktop,-,2022-01-25,EMEA,282.83000000000004,297.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.433754122989653
25,Spain,Desktop,-,2022-01-26,EMEA,241.37,248.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.0769905337694463
26,Spain,Desktop,-,2022-01-27,EMEA,280.3900000000001,323.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.412757905968493
27,Spain,Desktop,-,2022-01-28,EMEA,211.14000000000001,208.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.8168611728884323
28,Spain,Desktop,-,2022-01-29,EMEA,65.53,15.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5638861071297668
29,Spain,Desktop,-,2022-01-30,EMEA,51.98,16.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.4472882626065203
30,Spain,Desktop,-,2022-01-31,EMEA,266.79,370.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.295729811096452
31,Spain,Desktop,-,2022-02-01,EMEA,311.79,289.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.6829551250112926
32,Spain,Desktop,-,2022-02-02,EMEA,379.83000000000004,335.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.2684397996505314
33,Spain,Desktop,-,2022-02-03,EMEA,264.22,312.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.2736149431684267
34,Spain,Desktop,-,2022-02-04,EMEA,332.83,258.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.86400447178392
35,Spain,Desktop,-,2022-02-05,EMEA,91.32999999999998,8.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.7858952871076086
36,Spain,Desktop,-,2022-02-06,EMEA,98.81,42.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.8502607392872311
37,Spain,Desktop,-,2022-02-07,EMEA,536.6399999999999,302.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.617790943539112
38,Spain,Desktop,-,2022-02-08,EMEA,445.29999999999995,250.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.831809606361744
39,Spain,Desktop,-,2022-02-09,EMEA,480.95000000000005,276.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.1385781050520585
40,Spain,Desktop,-,2022-02-10,EMEA,450.55,284.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.876985892985143
41,Spain,Desktop,-,2022-02-11,EMEA,319.57000000000005,259.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.7499020792836806
42,Spain,Desktop,-,2022-02-12,EMEA,70.06,16.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6028667887305273
43,Spain,Desktop,-,2022-02-13,EMEA,60.32999999999999,13.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5191400708551629
44,Spain,Desktop,-,2022-02-14,EMEA,413.49000000000007,331.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.5580843344588327
45,Spain,Desktop,-,2022-02-15,EMEA,326.05,350.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.8056625244874174
46,Spain,Desktop,-,2022-02-16,EMEA,363.1,301.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.1244780329439696
47,Spain,Desktop,-,2022-02-17,EMEA,313.54,337.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.698013887219092
48,Spain,Desktop,-,2022-02-18,EMEA,298.49,264.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.568508532232017
49,Spain,Desktop,-,2022-02-19,EMEA,72.53,49.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6241211559609642
50,Spain,Desktop,-,2022-02-20,EMEA,94.22,31.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.8107637572679174
51,Spain,Desktop,-,2022-02-21,EMEA,461.34000000000003,331.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.969833918254946
52,Spain,Desktop,-,2022-02-22,EMEA,523.83,290.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.507560804178021
53,Spain,Desktop,-,2022-02-23,EMEA,539.85,341.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.645413015931705
54,Spain,Desktop,-,2022-02-24,EMEA,572.97,377.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.930410846973028
55,Spain,Desktop,-,2022-02-25,EMEA,441.95000000000005,274.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.8029828329925297
56,Spain,Desktop,-,2022-02-26,EMEA,140.39,37.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.2080569293445438
57,Spain,Desktop,-,2022-02-27,EMEA,74.92000000000002,25.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6446871226333304
58,Spain,Desktop,-,2022-02-28,EMEA,633.81,307.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.453939471385891
59,Spain,Desktop,-,2022-03-01,EMEA,643.06,462.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.5335357859128305
60,Spain,Desktop,-,2022-03-02,EMEA,707.5300000000002,413.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.0883005856481605
61,Spain,Desktop,-,2022-03-03,EMEA,661.7299999999998,312.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.694191266152609
62,Spain,Desktop,-,2022-03-04,EMEA,575.74,280.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.954246716296229
63,Spain,Desktop,-,2022-03-05,EMEA,116.68,27.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.0040322139463023
64,Spain,Desktop,-,2022-03-06,EMEA,121.57000000000001,25.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.0461106980583816
65,Spain,Desktop,-,2022-03-07,EMEA,713.3299999999999,416.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.138209626108294
66,Spain,Desktop,-,2022-03-08,EMEA,797.9599999999998,364.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.866451366477469
67,Spain,Desktop,-,2022-03-09,EMEA,613.03,409.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.2751274264269945
68,Spain,Desktop,-,2022-03-10,EMEA,641.95,337.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.523984228169598
69,Spain,Desktop,-,2022-03-11,EMEA,543.95,314.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.6806935445328355
70,Spain,Desktop,-,2022-03-12,EMEA,121.46999999999998,20.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.0452501973607928
71,Spain,Desktop,-,2022-03-13,EMEA,79.19999999999999,27.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6815165524901193
72,Spain,Desktop,-,2022-03-14,EMEA,731.64,481.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.295767303836755
73,Spain,Desktop,-,2022-03-15,EMEA,535.62,430.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.609013836423709
74,Spain,Desktop,-,2022-03-16,EMEA,564.9399999999999,326.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.861312640956667
75,Spain,Desktop,-,2022-03-17,EMEA,512.19,311.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.407398522978717
76,Spain,Desktop,-,2022-03-18,EMEA,418.08,250.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.597581316478146
77,Spain,Desktop,-,2022-03-19,EMEA,76.34000000000002,11.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6569062325390875
78,Spain,Desktop,-,2022-03-20,EMEA,112.18,15.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.9653096825548182
79,Spain,Desktop,-,2022-03-21,EMEA,598.6800000000001,332.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.151645576323039
80,Spain,Desktop,-,2022-03-22,EMEA,502.65999999999997,319.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.325392806498528
81,Spain,Desktop,-,2022-03-23,EMEA,553.39,291.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.761924810385191
82,Spain,Desktop,-,2022-03-24,EMEA,611.5400000000001,324.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.262305966032925
83,Spain,Desktop,-,2022-03-25,EMEA,434.6400000000001,235.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.740080231998808
84,Spain,Desktop,-,2022-03-26,EMEA,127.82000000000001,41.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.099891991657665
85,Spain,Desktop,-,2022-03-27,EMEA,127.84000000000002,48.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.100064091797183
86,Spain,Desktop,-,2022-03-28,EMEA,847.7800000000001,380.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.29515281401608
87,Spain,Desktop,-,2022-03-29,EMEA,650.95,369.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.601429290952567
88,Spain,Desktop,-,2022-03-30,EMEA,618.28,316.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.320303713050392
89,Spain,Desktop,-,2022-03-31,EMEA,539.6,271.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.643261764187733
90,Spain,Desktop,-,2022-04-01,EMEA,493.59,296.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.247345393227248
91,Spain,Desktop,-,2022-04-02,EMEA,94.91000000000001,46.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.8167012120812783
92,Spain,Desktop,-,2022-04-03,EMEA,140.4,46.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.2081429794143026
93,Spain,Desktop,-,2022-04-04,EMEA,627.32,314.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.398092976112396
94,Spain,Desktop,-,2022-04-05,EMEA,672.52,320.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.787039291422413
95,Spain,Desktop,-,2022-04-06,EMEA,646.7499999999999,315.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.565288261653847
96,Spain,Desktop,-,2022-04-07,EMEA,653.35,273.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.622081307694692
97,Spain,Desktop,-,2022-04-08,EMEA,661.9599999999999,257.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.696170417757064
98,Spain,Desktop,-,2022-04-09,EMEA,154.05,20.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.3256013246351377
99,Spain,Desktop,-,2022-04-10,EMEA,147.82,36.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.271992131175372
100,Spain,Desktop,-,2022-04-11,EMEA,892.7800000000001,356.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.682378127930921
101,Spain,Desktop,-,2022-04-12,EMEA,962.3900000000001,252.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.2813726635223
102,Spain,Desktop,-,2022-04-13,EMEA,700.3300000000002,250.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.026344535421786
103,Spain,Desktop,-,2022-04-14,EMEA,269.25,86.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.3168981282571295
104,Spain,Desktop,-,2022-04-15,EMEA,163.92,29.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.4105327434871258
105,Spain,Desktop,-,2022-04-16,EMEA,65.68,24.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5651768581761496
106,Spain,Desktop,-,2022-04-17,EMEA,95.58999999999999,17.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.8225526168248802
107,Spain,Desktop,-,2022-04-18,EMEA,370.37000000000006,188.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.187036433658656
108,Spain,Desktop,-,2022-04-19,EMEA,714.6500000000001,315.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.1495682353164645
109,Spain,Desktop,-,2022-04-20,EMEA,604.65,298.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.203017467969075
110,Spain,Desktop,-,2022-04-21,EMEA,668.3700000000001,315.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.75132851247249
111,Spain,Desktop,-,2022-04-22,EMEA,450.9699999999999,249.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.880599995915014
112,Spain,Desktop,-,2022-04-23,EMEA,93.22,36.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.802158750292032
113,Spain,Desktop,-,2022-04-24,EMEA,82.98,37.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.7140434788589661
114,Spain,Desktop,-,2022-04-25,EMEA,608.44,236.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.235630444407681
115,Spain,Desktop,-,2022-04-26,EMEA,672.5300000000001,266.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.787125341492173
116,Spain,Desktop,-,2022-04-27,EMEA,505.71000000000004,247.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.351638077774979
117,Spain,Desktop,-,2022-04-28,EMEA,362.40000000000003,307.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.11845452806085
118,Spain,Desktop,-,2022-04-29,EMEA,319.53,239.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.7495578790046444
119,Spain,Desktop,-,2022-04-30,EMEA,52.76,11.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.4540001680477109
120,Spain,Desktop,-,2022-05-01,EMEA,35.84,16.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.3084034500157309
121,Spain,Desktop,-,2022-05-02,EMEA,253.92,235.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.184983371316807
122,Spain,Desktop,-,2022-05-03,EMEA,403.96999999999997,342.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.476164668048403
123,Spain,Desktop,-,2022-05-04,EMEA,425.67,343.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.6628933194251156
124,Spain,Desktop,-,2022-05-05,EMEA,434.52000000000004,374.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.7390476311617014
125,Spain,Desktop,-,2022-05-06,EMEA,346.62000000000006,247.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.9826675179813793
126,Spain,Desktop,-,2022-05-07,EMEA,80.2,12.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6901215594660048
127,Spain,Desktop,-,2022-05-08,EMEA,81.44,33.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.7007917681161026
128,Spain,Desktop,-,2022-05-09,EMEA,469.49999999999994,426.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.04005077517817
129,Spain,Desktop,-,2022-05-10,EMEA,552.49,380.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.754180304106895
130,Spain,Desktop,-,2022-05-11,EMEA,381.22,329.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.280400759347012
131,Spain,Desktop,-,2022-05-12,EMEA,404.44000000000005,315.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.48020902132707
132,Spain,Desktop,-,2022-05-13,EMEA,330.40000000000003,293.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.8430943048325186
133,Spain,Desktop,-,2022-05-14,EMEA,65.74,6.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5656931585947027
134,Spain,Desktop,-,2022-05-15,EMEA,92.37,20.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.7948444943625296
135,Spain,Desktop,-,2022-05-16,EMEA,402.96,278.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.4674736110027595
136,Spain,Desktop,-,2022-05-17,EMEA,475.5,272.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.091680817033482
137,Spain,Desktop,-,2022-05-18,EMEA,435.9699999999999,329.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.751524891276734
138,Spain,Desktop,-,2022-05-19,EMEA,580.6099999999999,305.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.99615310026879
139,Spain,Desktop,-,2022-05-20,EMEA,439.37999999999994,271.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.780867965064503
140,Spain,Desktop,-,2022-05-21,EMEA,59.019999999999996,17.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5078675117167532
141,Spain,Desktop,-,2022-05-22,EMEA,86.5,27.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.7443331034140825
142,Spain,Desktop,-,2022-05-23,EMEA,588.72,322.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.065939706843222
143,Spain,Desktop,-,2022-05-24,EMEA,489.36999999999995,312.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.211032263789011
144,Spain,Desktop,-,2022-05-25,EMEA,510.57,313.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.3934584116777815
145,Spain,Desktop,-,2022-05-26,EMEA,541.9200000000001,263.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.663225380371787
146,Spain,Desktop,-,2022-05-27,EMEA,447.9700000000001,210.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.8547849749873593
147,Spain,Desktop,-,2022-05-28,EMEA,100.39,11.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.86385665030913
148,Spain,Desktop,-,2022-05-29,EMEA,136.41999999999996,23.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.1738950516502786
149,Spain,Desktop,-,2022-05-30,EMEA,894.55,290.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.697608990278236
150,Spain,Desktop,-,2022-05-31,EMEA,795.12,290.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.842013146665957
151,Spain,Desktop,-,2022-06-01,EMEA,811.9599999999999,321.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.986921464139866
152,Spain,Desktop,-,2022-06-02,EMEA,775.1699999999998,253.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.670343257497043
153,Spain,Desktop,-,2022-06-03,EMEA,473.84,251.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.077396505453513
154,Spain,Desktop,-,2022-06-04,EMEA,100.74,18.0,1,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.8668684027506899
155,Spain,Desktop,-,2022-06-05,EMEA,106.00999999999999,9.0,1,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.9122167895136055
156,Spain,Desktop,-,2022-06-06,EMEA,708.7199999999999,229.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.098540543949461
157,Spain,Desktop,-,2022-06-07,EMEA,965.4399999999998,309.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.307617934798747
158,Spain,Desktop,-,2022-06-08,EMEA,1002.79,307.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.629014945348066
159,Spain,Desktop,-,2022-06-09,EMEA,993.2099999999999,275.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.546578978519085
160,Spain,Desktop,-,2022-06-10,EMEA,796.3300000000002,276.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.85242520510678
161,Spain,Desktop,-,2022-06-11,EMEA,110.33000000000001,12.0,1,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.9493904196494304
162,Spain,Desktop,-,2022-06-12,EMEA,156.45999999999998,21.0,1,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.3463393914470212
163,Spain,Desktop,-,2022-06-13,EMEA,996.5500000000001,341.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.575319701818543
164,Spain,Desktop,-,2022-06-14,EMEA,1016.87,334.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.750173443568533
165,Spain,Desktop,-,2022-06-15,EMEA,912.01,335.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.847852412077195
166,Spain,Desktop,-,2022-06-16,EMEA,773.04,323.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.652014592638408
167,Spain,Desktop,-,2022-06-17,EMEA,598.39,268.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.149150124300032
168,Spain,Desktop,-,2022-06-18,EMEA,151.61,25.0,1,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.3046051076139775
169,Spain,Desktop,-,2022-06-19,EMEA,151.63,33.0,1,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.304777207753495
170,Spain,Desktop,-,2022-06-20,EMEA,799.69,347.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.881338028545754
171,Spain,Desktop,-,2022-06-21,EMEA,805.5899999999999,399.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.932107569703476
